City,Region,Country,AirQuality,WaterPollution
Toulon,,France,60,41.66666667
Brampton,Ontario,Canada,70.83333333,39.88095238
Cordoba,CordobaProvince,Argentina,35,58.33333333
SantaRosa,LaPampa,Argentina,75,75
SanSalvadordeJujuy,ProvinceofJujuy,Argentina,75,50
LaRioja,LaRiojaProvince,Argentina,100,50
Mendoza,Mendoza,Argentina,65.625,53.57142857
Viedma,RioNegroProvince,Argentina,100,75
SanLuis,SanLuisProvince,Argentina,75,50
SantiagodelEstero,SantiagodelEsteroProvince,Argentina,75,25
Charleston,WestVirginia,UnitedStatesofAmerica,95,50
Bugibba,,Malta,40,65
Viljandi,ViljandiCounty,Estonia,100,37.5
Tulsa,Oklahoma,UnitedStatesofAmerica,75,38.63636364
Paide,JarvaCounty,Estonia,100,0
MonteCarlo,CommuneofMonaco,Monaco,22.72727273,43.75
Trabzon,TrabzonProvince,Turkey,27.77777778,25
Herat,Herat,Afghanistan,43.75,31.25
Coimbra,Coimbra,Portugal,82.35294118,41.17647059
Kandahar,Kandahar,Afghanistan,0,75
Limoges,,France,100,0
Pecs,BaranyaCounty,Hungary,62.5,25
Dunkirk,,France,36.11111111,45
Gifu,GifuPrefecture,Japan,62.5,50
Guelma,AnnabaProvince,Algeria,25,50
Sfax,SfaxGovernorate,Tunisia,11.11111111,70.83333333
Suceava,SuceavaCounty,Romania,71.875,37.5
Kavaje,TiranaCounty,Albania,100,75
Sendai,MiyagiPrefecture,Japan,87.5,25
AlcaladeHenares,CommunityofMadrid,Spain,75,50
Espoo,Uusimaa,Finland,95.45454545,19.44444444
Saint-Denis,Reunion,France,75,50
Oulu,,Finland,86.95652174,12.5
SantaMonica,California,UnitedStatesofAmerica,66.66666667,54.16666667
Hassan,Karnataka,India,68.18181818,60.71428571
PaloAlto,California,UnitedStatesofAmerica,56.25,50
GreenBay,Wisconsin,UnitedStatesofAmerica,63.88888889,50
Aix-en-Provence,,France,78.57142857,50
Torun,Kuyavian-PomeranianVoivodeship,Poland,37.5,42.85714286
Charleston,SouthCarolina,UnitedStatesofAmerica,75,57.69230769
Bariloche,RioNegroProvince,Argentina,83.33333333,41.66666667
Lucknow,UttarPradesh,India,25.66666667,72.82608696
Salford,England,UnitedKingdom,100,50
Basra,BasraGovernorate,Iraq,27.08333333,72.91666667
Dover,NewHampshire,UnitedStatesofAmerica,100,50
Dnipro,DnipropetrovskOblast,Ukraine,24.19354839,70.65217391
Nashua,NewHampshire,UnitedStatesofAmerica,87.5,0
Medellin,AntioquiaDepartment,Colombia,23.9010989,38.23529412
Kobe,HyogoPrefecture,Japan,80,33.33333333
Kayseri,KayseriProvince,Turkey,25,62.5
Recife,Pernambuco,Brazil,49.16666667,77.41935484
Manchester,NewHampshire,UnitedStatesofAmerica,76.92307692,38.88888889
Amritsar,Punjab,India,21.56862745,76.70454545
OakRidge,Tennessee,UnitedStatesofAmerica,87.5,50
Strumica,StrumicaMunicipality,NorthMacedonia,68.75,28.125
SanLuisObispo,California,UnitedStatesofAmerica,92.5,45.83333333
Cambridge,Massachusetts,UnitedStatesofAmerica,91.66666667,21.875
WestHartford,Connecticut,UnitedStatesofAmerica,91.66666667,6.25
NewHaven,Connecticut,UnitedStatesofAmerica,81.81818182,37.5
NewBedford,Massachusetts,UnitedStatesofAmerica,25,75
Stamford,Connecticut,UnitedStatesofAmerica,50,54.16666667
Bridgeport,Connecticut,UnitedStatesofAmerica,79.16666667,66.66666667
Waterbury,Connecticut,UnitedStatesofAmerica,80,0
Worcester,Massachusetts,UnitedStatesofAmerica,91.66666667,75
Pittsfield,Massachusetts,UnitedStatesofAmerica,89.28571429,100
FallRiver,Massachusetts,UnitedStatesofAmerica,100,50
Newton,Massachusetts,UnitedStatesofAmerica,75,50
Danbury,Connecticut,UnitedStatesofAmerica,75,0
Somerville,Massachusetts,UnitedStatesofAmerica,100,12.5
Portland,Maine,UnitedStatesofAmerica,82.14285714,42.85714286
Rochester,NewYork,UnitedStatesofAmerica,64.70588235,47.91666667
Irvine,California,UnitedStatesofAmerica,63.15789474,33.33333333
Fremont,California,UnitedStatesofAmerica,79.16666667,15
Scottsdale,Arizona,UnitedStatesofAmerica,68.75,28.84615385
Reno,Nevada,UnitedStatesofAmerica,70.93023256,28.84615385
Winston-Salem,NorthCarolina,UnitedStatesofAmerica,94.44444444,5
Durham,NorthCarolina,UnitedStatesofAmerica,75,39.58333333
Norfolk,Virginia,UnitedStatesofAmerica,100,75
Orlando,Florida,UnitedStatesofAmerica,75.73529412,48.38709677
Greensboro,NorthCarolina,UnitedStatesofAmerica,76.66666667,31.81818182
Toledo,Ohio,UnitedStatesofAmerica,75,75
Stockton,California,UnitedStatesofAmerica,44.23076923,71.875
Lexington,Kentucky,UnitedStatesofAmerica,89.28571429,40
CorpusChristi,Texas,UnitedStatesofAmerica,70,68.18181818
Riverside,California,UnitedStatesofAmerica,45.83333333,53.33333333
SantaAna,California,UnitedStatesofAmerica,50,55
Aurora,Colorado,UnitedStatesofAmerica,45.83333333,33.33333333
Anaheim,California,UnitedStatesofAmerica,55.76923077,33.33333333
Tampa,Florida,UnitedStatesofAmerica,79.78723404,45.93023256
Bakersfield,California,UnitedStatesofAmerica,16.66666667,68.47826087
ColoradoSprings,Colorado,UnitedStatesofAmerica,79.41176471,38.39285714
VirginiaBeach,Virginia,UnitedStatesofAmerica,85.52631579,36.66666667
Mesa,Arizona,UnitedStatesofAmerica,68.75,31.25
Wichita,Kansas,UnitedStatesofAmerica,86.36363636,33.82352941
Henderson,Nevada,UnitedStatesofAmerica,67.85714286,35
FortWayne,Indiana,UnitedStatesofAmerica,66.66666667,43.75
ChulaVista,California,UnitedStatesofAmerica,37.5,75
Chandler,Arizona,UnitedStatesofAmerica,65,45
Lubbock,Texas,UnitedStatesofAmerica,69.64285714,34.09090909
Garland,Texas,UnitedStatesofAmerica,75,50
Balzers,,Liechtenstein,75,0
GardenGrove,California,UnitedStatesofAmerica,75,0
Mississauga,Ontario,Canada,81.69642857,32.69230769
Demmin,Mecklenburg-WesternPomerania,Germany,100,50
Osorno,LosLagosRegion,Chile,25,62.5
Ovalle,CoquimboRegion,Chile,100,25
Cali,ValledelCaucaDepartment,Colombia,67.04545455,42.1875
Pereira,RisaraldaDepartment,Colombia,25,75
Gniezno,GreaterPolandVoivodeship,Poland,50,0
PuenteAlto,SantiagoMetropolitanRegion,Chile,0,50
PuntaArenas,MagellanandtheChileanAntarcticRegion,Chile,94.44444444,45
Gilbert,Arizona,UnitedStatesofAmerica,75,0
Tempe,Arizona,UnitedStatesofAmerica,68.18181818,46.42857143
Peoria,Arizona,UnitedStatesofAmerica,65,15
Surprise,Arizona,UnitedStatesofAmerica,100,0
Plano,Texas,UnitedStatesofAmerica,78.57142857,32.14285714
Irving,Texas,UnitedStatesofAmerica,62.5,37.5
Amarillo,Texas,UnitedStatesofAmerica,53.125,53.125
Brownsville,Texas,UnitedStatesofAmerica,57.14285714,68.75
Mesquite,Texas,UnitedStatesofAmerica,50,75
McKinney,Texas,UnitedStatesofAmerica,87.5,18.75
McAllen,Texas,UnitedStatesofAmerica,87.5,35.71428571
ChiangMai,ChiangMai,Thailand,19.27710843,59.45945946
Kolomyia,Ivano-FrankivskOblast,Ukraine,75,0
Orem,Utah,UnitedStatesofAmerica,65.625,33.33333333
Ogden,Utah,UnitedStatesofAmerica,80.55555556,0
Rosario,SantaFeProvince,Argentina,71.42857143,57.14285714
MardelPlata,BuenosAiresProvince,Argentina,82.14285714,35.71428571
Kalisz,GreaterPolandVoivodeship,Poland,50,50
Konin,GreaterPolandVoivodeship,Poland,25,25
Leszno,GreaterPolandVoivodeship,Poland,75,50
Faenza,Emilia-Romagna,Italy,75,50
RichmondHill,Ontario,Canada,89.28571429,8.333333333
Newmarket,Ontario,Canada,100,0
Saltillo,Coahuila,Mexico,68.33333333,42.85714286
BahiaBlanca,BuenosAiresProvince,Argentina,58.33333333,58.33333333
Haverhill,Massachusetts,UnitedStatesofAmerica,100,50
Beverly,Massachusetts,UnitedStatesofAmerica,100,0
Medford,Massachusetts,UnitedStatesofAmerica,100,0
Woburn,Massachusetts,UnitedStatesofAmerica,87.5,50
Norwalk,Connecticut,UnitedStatesofAmerica,75,30
EastProvidence,RhodeIsland,UnitedStatesofAmerica,100,50
Woonsocket,RhodeIsland,UnitedStatesofAmerica,80,100
Nykoping,SodermanlandCounty,Sweden,100,50
Kumanovo,KumanovoMunicipality,NorthMacedonia,16.66666667,91.66666667
Visby,GotlandCounty,Sweden,75,0
Valencia,Carabobo,Venezuela,39.28571429,96.42857143
Cuenca,AzuayProvince,Ecuador,45.39473684,28.67647059
Fuenlabrada,CommunityofMadrid,Spain,87.5,100
Harrow,England,UnitedKingdom,75,58.33333333
Cabanatuan,,Philippines,33.33333333,50
NoviSad,,Serbia,59.23913043,47.15909091
SanFernando,,Philippines,0,100
Angeles,,Philippines,32.8125,79.6875
PuntadelEste,MaldonadoDepartment,Uruguay,81.25,50
SanBernardo,SantiagoMetropolitanRegion,Chile,10.88709677,88.72282609
Olongapo,,Philippines,64.28571429,79.16666667
Newcastle,NewSouthWales,Australia,78,39.28571429
Venice,Florida,UnitedStatesofAmerica,91.66666667,16.66666667
Xuzhou,Jiangsu,People'sRepublicofChina,12.5,75
Lianyungang,Jiangsu,People'sRepublicofChina,0,50
Suqian,Jiangsu,People'sRepublicofChina,0,50
Huai'an,Jiangsu,People'sRepublicofChina,15,25
Yancheng,Jiangsu,People'sRepublicofChina,0,50
Yangzhou,Jiangsu,People'sRepublicofChina,0,50
Taizhou,Jiangsu,People'sRepublicofChina,0,50
Annaberg-Buchholz,Saxony,Germany,87.5,50
Nantong,Jiangsu,People'sRepublicofChina,7.142857143,58.33333333
Zhenjiang,Jiangsu,People'sRepublicofChina,12.5,62.5
Changzhou,Jiangsu,People'sRepublicofChina,4.166666667,62.5
Jiaxing,Zhejiang,People'sRepublicofChina,0,50
Jinhua,Zhejiang,People'sRepublicofChina,0,50
Quzhou,Zhejiang,People'sRepublicofChina,0,50
Lishui,Zhejiang,People'sRepublicofChina,0,50
Zhoushan,Zhejiang,People'sRepublicofChina,12.5,50
Banff,Alberta,Canada,100,0
Shijiazhuang,Hebei,People'sRepublicofChina,0,100
Tangshan,Hebei,People'sRepublicofChina,0,50
Qinhuangdao,Hebei,People'sRepublicofChina,0,50
Xingtai,Hebei,People'sRepublicofChina,0,50
Baoding,Hebei,People'sRepublicofChina,35.71428571,33.33333333
Zhangjiakou,Hebei,People'sRepublicofChina,0,50
Chengde,Hebei,People'sRepublicofChina,0,50
Cangzhou,Hebei,People'sRepublicofChina,0,25
Langfang,Hebei,People'sRepublicofChina,0,50
Hengshui,Hebei,People'sRepublicofChina,0,50
Doncaster,England,UnitedKingdom,15,45.83333333
Kakinada,AndhraPradesh,India,62.5,37.5
Zhuhai,Guangdong,People'sRepublicofChina,41.66666667,65
Shantou,Guangdong,People'sRepublicofChina,25,50
Narvik,Nordland,Norway,90,100
Shaoguan,Guangdong,People'sRepublicofChina,25,50
Jiangmen,Guangdong,People'sRepublicofChina,12.5,50
Zhanjiang,Guangdong,People'sRepublicofChina,35,50
Zhaoqing,Guangdong,People'sRepublicofChina,12.5,50
MoiRana,Nordland,Norway,80,0
Huizhou,Guangdong,People'sRepublicofChina,25,50
Meizhou,Guangdong,People'sRepublicofChina,25,50
Shanwei,Guangdong,People'sRepublicofChina,30,50
Heyuan,Guangdong,People'sRepublicofChina,40,0
Yangjiang,Guangdong,People'sRepublicofChina,20,100
Dongguan,Guangdong,People'sRepublicofChina,35,50
Zhongshan,Guangdong,People'sRepublicofChina,29.16666667,87.5
Chaozhou,Guangdong,People'sRepublicofChina,25,50
Yunfu,Guangdong,People'sRepublicofChina,25,50
Uzice,ZlatiborDistrict,Serbia,25,75
Columbia,Missouri,UnitedStatesofAmerica,96.42857143,25
Swakopmund,ErongoRegion,Namibia,50,50
Bejaia,BejaiaProvince,Algeria,58.33333333,50
Zalaegerszeg,ZalaCounty,Hungary,0,100
Napa,California,UnitedStatesofAmerica,92.85714286,37.5
Ashkelon,SouthernDistrict,Israel,5,100
Malacca,Melaka,Malaysia,75,25
GeorgeTown,,Malaysia,50,58.33333333
Campeche,Campeche,Mexico,80,68.75
ChihuahuaCity,Chihuahua,Mexico,81.25,47.91666667
Colima,Colima,Mexico,75,37.5
Latur,Maharashtra,India,83.33333333,58.33333333
Brandon,Manitoba,Canada,85,40
Nellore,AndhraPradesh,India,31.48148148,66.66666667
NaviMumbai,Maharashtra,India,40.2173913,55.27522936
Jonesboro,Arkansas,UnitedStatesofAmerica,50,50
Semey,EastKazakhstanRegion,Kazakhstan,25,75
Taicang,Jiangsu,People'sRepublicofChina,0,100
Vanadzor,LoriRegion,Armenia,25,50
GeneralTrias,,Philippines,25,25
Magallanes,,Philippines,50,50
Barranquilla,AtlanticoDepartment,Colombia,52.77777778,50
Koszalin,WestPomeranianVoivodeship,Poland,55,50
Abadan,KhuzestanProvince,Iran,0,50
Bacoor,,Philippines,33.33333333,71.42857143
Dasmarinas,,Philippines,28.57142857,79.6875
Imus,,Philippines,25,60
Tagaytay,,Philippines,86.11111111,37.5
Vernier,CantonofGeneva,Switzerland,12.5,75
Baden,CantonAargau,Switzerland,75,20
Nyon,CantonofVaud,Switzerland,100,0
Lancy,CantonofGeneva,Switzerland,75,0
Dubendorf,CantonofZurich,Switzerland,100,50
Baar,CantonofZug,Switzerland,75,50
HighWycombe,England,UnitedKingdom,62.5,50
Glogow,LowerSilesianVoivodeship,Poland,50,50
Jaipur,Rajasthan,India,43.6746988,63.55263158
Kanpur,UttarPradesh,India,16.40625,76.66666667
Indore,MadhyaPradesh,India,45,70.56451613
Davos,Grisons,Switzerland,100,50
LaChaux-de-Fonds,CantonofNeuchatel,Switzerland,75,0
Olten,CantonofSolothurn,Switzerland,80,100
Sion,CantonofValais,Switzerland,80,6.25
Zug,CantonofZug,Switzerland,91.66666667,8.333333333
Vevey,CantonofVaud,Switzerland,100,0
Nanping,Fujian,People'sRepublicofChina,37.5,50
Putian,Fujian,People'sRepublicofChina,35,50
Sanming,Fujian,People'sRepublicofChina,25,50
Quanzhou,Fujian,People'sRepublicofChina,25,75
Xiamen,Fujian,People'sRepublicofChina,61.11111111,48.21428571
Zhangzhou,Fujian,People'sRepublicofChina,0,50
Longyan,Fujian,People'sRepublicofChina,25,50
Ningde,Fujian,People'sRepublicofChina,25,50
Solothurn,CantonofSolothurn,Switzerland,100,50
Chur,Grisons,Switzerland,100,0
Xining,Qinghai,People'sRepublicofChina,5,75
Cham,CantonofZug,Switzerland,100,0
Neuchatel,CantonofNeuchatel,Switzerland,92.85714286,0
Montreux,CantonofVaud,Switzerland,62.5,50
Langenthal,CantonofBern,Switzerland,100,0
Shiyan,Hubei,People'sRepublicofChina,0,50
Jingzhou,Hubei,People'sRepublicofChina,0,50
Yichang,Hubei,People'sRepublicofChina,0,50
Xiangyang,Hubei,People'sRepublicofChina,15,50
Huanggang,Hubei,People'sRepublicofChina,0,100
Portsmouth,England,UnitedKingdom,60,40
Kurchatov,KurskOblast,Russia,75,75
Taiyuan,Shanxi,People'sRepublicofChina,0,100
Datong,Shanxi,People'sRepublicofChina,12.5,50
Yangquan,Shanxi,People'sRepublicofChina,0,50
Changzhi,Shanxi,People'sRepublicofChina,0,50
Jincheng,Shanxi,People'sRepublicofChina,0,50
Jinzhong,Shanxi,People'sRepublicofChina,0,50
Xinzhou,Shanxi,People'sRepublicofChina,0,50
Linfen,Shanxi,People'sRepublicofChina,22.22222222,55
Dalian,Liaoning,People'sRepublicofChina,26.78571429,50
Fushun,Liaoning,People'sRepublicofChina,0,50
Benxi,Liaoning,People'sRepublicofChina,0,50
Dandong,Liaoning,People'sRepublicofChina,16.66666667,37.5
Yingkou,Liaoning,People'sRepublicofChina,0,50
Panjin,Liaoning,People'sRepublicofChina,0,50
Tieling,Liaoning,People'sRepublicofChina,0,50
Huludao,Liaoning,People'sRepublicofChina,0,50
SanPedro,,Philippines,25,0
Calamba,,Philippines,58.33333333,77.77777778
SantaRosa,,Philippines,50,62.5
Dzerzhinsk,NizhnyNovgorodOblast,Russia,100,50
Marion,Arkansas,UnitedStatesofAmerica,0,75
Kluczbork,OpoleVoivodeship,Poland,50,50
Cabot,Arkansas,UnitedStatesofAmerica,75,25
Russellville,Arkansas,UnitedStatesofAmerica,93.75,50
BullheadCity,Arizona,UnitedStatesofAmerica,100,50
Texarkana,Arkansas,UnitedStatesofAmerica,87.5,50
Rogers,Arkansas,UnitedStatesofAmerica,87.5,12.5
Dothan,Alabama,UnitedStatesofAmerica,100,62.5
FortSmith,Arkansas,UnitedStatesofAmerica,95,25
Tuscaloosa,Alabama,UnitedStatesofAmerica,86.11111111,40
Fairbanks,Alaska,UnitedStatesofAmerica,68.18181818,10
VanBuren,Arkansas,UnitedStatesofAmerica,100,50
Kingman,Arizona,UnitedStatesofAmerica,100,75
Florence,Alabama,UnitedStatesofAmerica,100,50
Mulhouse,,France,87.5,25
Yuma,Arizona,UnitedStatesofAmerica,77.77777778,45
Flagstaff,Arizona,UnitedStatesofAmerica,100,18.75
Southampton,England,UnitedKingdom,67.30769231,46.875
Palmer,Alaska,UnitedStatesofAmerica,95,0
Konya,KonyaProvince,Turkey,18.18181818,45
Huntsville,Alabama,UnitedStatesofAmerica,95,25
Mobile,Alabama,UnitedStatesofAmerica,75,57.14285714
Maricopa,Arizona,UnitedStatesofAmerica,100,50
Murfreesboro,Arkansas,UnitedStatesofAmerica,87.5,37.5
Debrecen,Hajdu-BiharCounty,Hungary,56.57894737,20.83333333
SierraVista,Arizona,UnitedStatesofAmerica,75,30
Seward,Alaska,UnitedStatesofAmerica,100,0
HotSprings,Arkansas,UnitedStatesofAmerica,100,0
Prescott,Arizona,UnitedStatesofAmerica,96.42857143,25
Wasilla,Alaska,UnitedStatesofAmerica,96.42857143,33.33333333
Varanasi,UttarPradesh,India,19.33962264,70.91836735
Kodiak,Alaska,UnitedStatesofAmerica,100,25
Christchurch,CanterburyRegion,NewZealand,80.11363636,33.75
Daugavpils,,Latvia,50,37.5
Tabriz,EastAzerbaijanProvince,Iran,30.26315789,47.72727273
Patna,Bihar,India,14.49275362,68.25396825
Shreveport,Louisiana,UnitedStatesofAmerica,78.125,91.66666667
Antakya,HatayProvince,Turkey,87.5,50
Bhopal,MadhyaPradesh,India,48.92857143,67.30769231
Monterrey,NuevoLeon,Mexico,23.79310345,50
Charleroi,Wallonia,Belgium,50,60
Olomouc,,CzechRepublic,66.66666667,20
Acapulco,Guerrero,Mexico,36.36363636,77.27272727
Szeged,Csongrad-CsanadCounty,Hungary,69.44444444,25
Giza,GizaGovernorate,Egypt,8.333333333,79.16666667
Gresham,Oregon,UnitedStatesofAmerica,100,0
Beaverton,Oregon,UnitedStatesofAmerica,81.25,6.25
Santos,SaoPaulo,Brazil,65.625,18.75
Temuco,AraucaniaRegion,Chile,18.75,37.5
LaRochelle,,France,90,0
Olsztyn,Warmian-MasurianVoivodeship,Poland,42.70833333,43.75
Van,VanProvince,Turkey,0,50
Leicester,England,UnitedKingdom,70.3125,27.08333333
Goiania,Goias,Brazil,68.75,39.58333333
Durres,DurresCounty,Albania,37.5,62.5
Mosul,,Iraq,0,75
Sibiu,SibiuCounty,Romania,77.63157895,21.66666667
Diyarbakir,DiyarbakirProvince,Turkey,18.75,0
Mons,Wallonia,Belgium,80,50
Shimla,,India,63.95348837,62.5
Savannah,Georgia,UnitedStatesofAmerica,64.0625,52.08333333
Saue,HarjuCounty,Estonia,100,0
Changchun,Jilin,People'sRepublicofChina,16.66666667,56.81818182
Opole,OpoleVoivodeship,Poland,37.5,45.45454545
Liaoyuan,Jilin,People'sRepublicofChina,12.5,50
Baishan,Jilin,People'sRepublicofChina,0,50
Baicheng,Jilin,People'sRepublicofChina,0,50
London,Ontario,Canada,69.82758621,51
Sopot,PomeranianVoivodeship,Poland,45.45454545,53.57142857
Rawalpindi,Punjab,Pakistan,33.33333333,79.34782609
Chrzanow,LesserPolandVoivodeship,Poland,37.5,50
Gaziantep,GaziantepProvince,Turkey,25,37.5
SugarLand,Texas,UnitedStatesofAmerica,87.5,37.5
Mostar,FederationofBosniaandHerzegovina,BosniaandHerzegovina,93.18181818,35
Oradea,,Romania,65.47619048,26.66666667
Novokuznetsk,KemerovoOblast,Russia,0,45
Greeley,Colorado,UnitedStatesofAmerica,95,0
Waukesha,Wisconsin,UnitedStatesofAmerica,87.5,50
Appleton,Wisconsin,UnitedStatesofAmerica,89.28571429,25
Magnitogorsk,ChelyabinskOblast,Russia,0,72.72727273
NizhnyTagil,SverdlovskOblast,Russia,0,100
Volzhsky,,Russia,0,75
Ourense,Galicia,Spain,100,33.33333333
Ibb,IbbGovernorate,Yemen,100,75
Cluj-Napoca,ClujCounty,Romania,57.11206897,33.40909091
Newport,Wales,UnitedKingdom,82.14285714,58.33333333
Narva,Ida-ViruCounty,Estonia,75,66.66666667
Kielce,SwietokrzyskieVoivodeship,Poland,50,50
Bytom,SilesianVoivodeship,Poland,35,75
Parnu,ParnuCounty,Estonia,75,25
Miskolc,Borsod-Abauj-ZemplenCounty,Hungary,44.44444444,15
Corinth,PeloponneseRegion,Greece,87.5,50
Czestochowa,SilesianVoivodeship,Poland,45.83333333,12.5
Rovaniemi,,Finland,100,15
Zabrze,SilesianVoivodeship,Poland,15.625,37.5
Ventspils,,Latvia,92.85714286,8.333333333
Lucena,,Philippines,54.16666667,69.23076923
Chorzow,SilesianVoivodeship,Poland,25,50
Zgierz,LodzVoivodeship,Poland,75,50
Bakal,ChelyabinskOblast,Russia,75,100
Balashikha,MoscowOblast,Russia,25,58.33333333
Elblag,Warmian-MasurianVoivodeship,Poland,54.16666667,50
ZielonaGora,LubuszVoivodeship,Poland,75,12.5
Plock,MasovianVoivodeship,Poland,33.33333333,45
GorzowWielkopolski,LubuszVoivodeship,Poland,55,75
Radom,MasovianVoivodeship,Poland,40,50
Slupsk,PomeranianVoivodeship,Poland,87.5,50
Sosnowiec,SilesianVoivodeship,Poland,17.85714286,25
Gliwice,SilesianVoivodeship,Poland,19.11764706,59.61538462
Legnica,LowerSilesianVoivodeship,Poland,50,50
Tarnow,LesserPolandVoivodeship,Poland,37.5,50
Wloclawek,Kuyavian-PomeranianVoivodeship,Poland,45,75
Binangonan,,Philippines,75,50
Cainta,,Philippines,45,60
Rybnik,SilesianVoivodeship,Poland,13.88888889,41.66666667
Akranes,,Iceland,100,37.5
Sivas,SivasProvince,Turkey,33.33333333,75
PuertoGalera,,Philippines,50,50
Valmiera,,Latvia,100,50
BelizeCity,BelizeDistrict,Belize,50,77.77777778
DabrowaGornicza,SilesianVoivodeship,Poland,33.33333333,25
Kilkenny,Leinster,Ireland,75,75
Pelotas,RioGrandedoSul,Brazil,50,50
Matola,MaputoProvince,Mozambique,37.5,50
Kolobrzeg,WestPomeranianVoivodeship,Poland,100,0
CaxiasdoSul,RioGrandedoSul,Brazil,85,37.5
Mwanza,MwanzaRegion,Tanzania,60,55
Walbrzych,LowerSilesianVoivodeship,Poland,36.11111111,60
PuertoPrincesa,WesternVisayas,Philippines,62.5,54.16666667
Durango,Durango,Mexico,83.33333333,50
Chatham-Kent,Ontario,Canada,60,25
Chuzhou,Anhui,People'sRepublicofChina,0,50
Elbasan,ElbasanCounty,Albania,0,25
Bar,BarMunicipality,Montenegro,56.25,50
Korce,KorceCounty,Albania,75,25
Viseu,Viseu,Portugal,79.16666667,37.5
Leuven,FlemishRegion,Belgium,56.25,37.5
Mashhad,RazaviKhorasanProvince,Iran,27.38095238,56.25
PortShepstone,,SouthAfrica,75,100
Jhelum,Punjab,Pakistan,87.5,87.5
EauClaire,Wisconsin,UnitedStatesofAmerica,96.42857143,33.33333333
Erzurum,ErzurumProvince,Turkey,21.875,12.5
Nanyuki,,Kenya,100,25
Grudziadz,Kuyavian-PomeranianVoivodeship,Poland,45,0
Dundee,Scotland,UnitedKingdom,88.88888889,8.333333333
Charlottesville,Virginia,UnitedStatesofAmerica,100,58.33333333
Tijuana,BajaCalifornia,Mexico,33.33333333,69.23076923
Vaasa,,Finland,92.5,8.333333333
PortElizabeth,EasternCape,SouthAfrica,80.26315789,56.25
Kimberley,NorthernCape,SouthAfrica,31.25,87.5
Acre,NorthernDistrict,Israel,25,75
Tangier,Tanger-Tetouan-AlHoceima,Morocco,45.58823529,35.41666667
Wolverhampton,England,UnitedKingdom,33.33333333,33.33333333
Eisenstadt,Burgenland,Austria,87.5,50
FortMcMurray,Alberta,Canada,70,41.66666667
Antibes,,France,65,33.33333333
Weinan,Shaanxi,People'sRepublicofChina,0,50
Mangalore,Karnataka,India,65.09433962,47.53289474
Vantaa,Uusimaa,Finland,87.5,12.5
BeverlyHills,California,UnitedStatesofAmerica,100,0
Yonkers,NewYork,UnitedStatesofAmerica,100,50
NiagaraFalls,NewYork,UnitedStatesofAmerica,100,50
KingstonuponHull,England,UnitedKingdom,59.09090909,42.85714286
Waco,Texas,UnitedStatesofAmerica,81.25,68.75
Frisco,Texas,UnitedStatesofAmerica,87.5,29.16666667
Beaumont,Texas,UnitedStatesofAmerica,70.83333333,87.5
Denton,Texas,UnitedStatesofAmerica,62.5,37.5
Midland,Texas,UnitedStatesofAmerica,75,100
RoundRock,Texas,UnitedStatesofAmerica,75,0
WichitaFalls,Texas,UnitedStatesofAmerica,62.5,43.75
Odessa,Texas,UnitedStatesofAmerica,100,50
Lafayette,Louisiana,UnitedStatesofAmerica,92.85714286,0
Nis,NisavaDistrict,Serbia,28.125,40.27777778
OysterBay,NewYork,UnitedStatesofAmerica,100,25
Galway,Connacht,Ireland,92.04545455,44.44444444
Roy,Utah,UnitedStatesofAmerica,100,50
Norwich,England,UnitedKingdom,71.05263158,31.66666667
Szekesfehervar,FejerCounty,Hungary,62.5,18.75
HoaBinh,HoaBinh,Vietnam,75,75
Mazar-i-Sharif,Balkh,Afghanistan,11.11111111,83.33333333
Luxor,LuxorGovernorate,Egypt,75,37.5
BanjaLuka,RepublikaSrpska,BosniaandHerzegovina,45.58823529,58.59375
SiouxFalls,SouthDakota,UnitedStatesofAmerica,81.81818182,32.14285714
Brighton,England,UnitedKingdom,82.14285714,21.73913043
WienerNeustadt,LowerAustria,Austria,87.5,50
Natal,RioGrandedoNorte,Brazil,80.68181818,59.09090909
Shkoder,ShkoderCounty,Albania,75,33.33333333
Polokwane,Limpopo,SouthAfrica,50,50
Aden,AdanGovernorate,Yemen,16.66666667,75
Oran,OranProvince,Algeria,50,35.71428571
Hanover,NewHampshire,UnitedStatesofAmerica,100,50
UbonRatchathani,UbonRatchathani,Thailand,50,50
Pau,,France,75,50
Erbil,,Iraq,36.36363636,64.77272727
Douala,Littoral,Cameroon,40,79.16666667
Florianopolis,SantaCatarina,Brazil,82.60869565,67.39130435
Kolomna,MoscowOblast,Russia,50,25
Dunedin,OtagoRegion,NewZealand,85.52631579,15.38461538
Hamilton,Ontario,Canada,42.79661017,54.01785714
Patras,WestGreeceRegion,Greece,60,41.66666667
Volgodonsk,RostovOblast,Russia,25,75
Limerick,,Ireland,80.43478261,38.15789474
Namur,Wallonia,Belgium,72.22222222,55
Gyor,Gyor-Moson-SopronCounty,Hungary,79.16666667,0
PortSaid,PortSaidGovernorate,Egypt,66.66666667,50
Suez,SuezGovernorate,Egypt,0,100
Jyvaskyla,,Finland,95.83333333,0
Saitama,SaitamaPrefecture,Japan,68.75,37.5
Exeter,England,UnitedKingdom,79.16666667,13.63636364
Siauliai,,Lithuania,57.14285714,58.33333333
Stoke-on-Trent,England,UnitedKingdom,67.85714286,33.33333333
Domodedovo,MoscowOblast,Russia,50,37.5
Springfield,Missouri,UnitedStatesofAmerica,84.72222222,42.30769231
